,REF_AREA,TIME_PERIOD,WB_WDI_AG_CON_FERT_ZS,WB_WDI_DC_DAC_TOTL_CD,WB_WDI_DT_ODA_ALLD_CD,WB_WDI_DT_ODA_ODAT_KD,WB_WDI_EN_GHG_CH4_MT_CE_AR5,WB_WDI_EN_GHG_CO2_BU_MT_CE_AR5,WB_WDI_EN_GHG_CO2_PI_MT_CE_AR5,WB_WDI_EN_GHG_N2O_BU_MT_CE_AR5,WB_WDI_EN_GHG_N2O_IP_MT_CE_AR5,WB_WDI_EN_GHG_N2O_WA_MT_CE_AR5,WB_WDI_NE_EXP_GNFS_ZS,WB_WDI_NY_GNP_PCAP_CD,WB_WDI_SE_PRM_AGES,WB_WDI_SE_PRM_DURS,WB_WDI_SH_DTH_MORT,WB_WDI_SH_DYN_MORT,WB_WDI_SM_POP_NETM,WB_WDI_SP_POP_3034_FE_5Y,WB_WDI_SP_POP_65UP_TO,WB_WDI_SP_POP_DPND_YG,WB_WDI_TM_VAL_MRCH_WL_CD,WB_WDI_TX_VAL_MRCH_HI_ZS,WB_WDI_TX_VAL_MRCH_OR_ZS,WB_WDI_TX_VAL_MRCH_WL_CD,WB_WDI_TX_VAL_MRCH_WR_ZS,WB_WDI_AG_PRD_CROP_XD,WB_WDI_AG_PRD_FOOD_XD,WB_WDI_AG_PRD_LVSK_XD,WB_WDI_BX_KLT_DINV_CD_WD,WB_WDI_DT_ODA_ODAT_CD,WB_WDI_EN_GHG_CO2_FE_MT_CE_AR5,WB_WDI_EN_GHG_CO2_PC_CE_AR5,WB_WDI_ER_H2O_INTR_K3,WB_WDI_ER_H2O_INTR_PC,WB_WDI_FI_RES_TOTL_CD,WB_WDI_FM_LBL_BMNY_CN,WB_WDI_NE_IMP_GNFS_ZS,WB_WDI_NV_AGR_TOTL_ZS,WB_WDI_NY_ADJ_DNGY_CD,WB_WDI_NY_GDP_PCAP_CD,WB_WDI_NY_GSR_NFCY_CD,WB_WDI_SH_DTH_IMRT,WB_WDI_SH_DYN_MORT_MA,WB_WDI_SP_POP_0004_FE_5Y,WB_WDI_SP_POP_0014_FE_IN,WB_WDI_SP_POP_1014_FE_5Y,WB_WDI_SP_POP_1564_FE_IN,WB_WDI_SP_POP_4044_FE_5Y,WB_WDI_SP_POP_5559_FE_5Y,WB_WDI_SP_POP_65UP_FE_ZS,WB_WDI_SP_POP_65UP_MA_ZS,WB_WDI_SP_POP_7074_MA_5Y,WB_WDI_SP_POP_80UP_FE_5Y,WB_WDI_SP_POP_TOTL_MA_IN,WB_WDI_SP_POP_TOTL_MA_ZS,WB_WDI_TM_VAL_MRCH_CD_WT,WB_WDI_TM_VAL_MRCH_R5_ZS,WB_WDI_TM_VAL_MRCH_RS_ZS,WB_WDI_TX_VAL_MRCH_RS_ZS,WB_WDI_AG_LND_CREL_HA,WB_WDI_AG_LND_PRCP_MM,WB_WDI_AG_LND_TOTL_K2,WB_WDI_AG_YLD_CREL_KG,WB_WDI_EN_GHG_CO2_MT_CE_AR5,WB_WDI_EN_GHG_N2O_PI_MT_CE_AR5,WB_WDI_EN_GHG_N2O_TR_MT_CE_AR5,WB_WDI_ER_FSH_AQUA_MT,WB_WDI_ER_FSH_PROD_MT,WB_WDI_FM_AST_DOMS_CN,WB_WDI_FM_AST_NFRG_CN,WB_WDI_IT_MLT_MAIN,WB_WDI_NE_IMP_GNFS_CD,WB_WDI_NE_TRD_GNFS_ZS,WB_WDI_NY_GDP_DEFL_KD_ZG,WB_WDI_NY_GDP_PCAP_KD,WB_WDI_SE_SEC_AGES,WB_WDI_SP_DYN_CBRT_IN,WB_WDI_SP_POP_2024_FE_5Y,WB_WDI_SP_POP_5054_MA_5Y,WB_WDI_SP_POP_6569_FE_5Y,WB_WDI_SP_URB_TOTL,WB_WDI_TM_VAL_MRCH_HI_ZS,WB_WDI_TM_VAL_MRCH_R1_ZS,WB_WDI_AG_LND_AGRI_ZS,WB_WDI_AG_LND_ARBL_ZS,WB_WDI_AG_LND_CROP_ZS,WB_WDI_EN_GHG_ALL_MT_CE_AR5,WB_WDI_EN_GHG_CH4_PI_MT_CE_AR5,WB_WDI_EN_GHG_N2O_AG_MT_CE_AR5,WB_WDI_EN_URB_MCTY,WB_WDI_FM_AST_PRVT_GD_ZS,WB_WDI_NE_GDI_TOTL_CN,WB_WDI_NY_ADJ_AEDU_GN_ZS,WB_WDI_SH_DYN_MORT_FE,WB_WDI_SP_DYN_CDRT_IN,WB_WDI_SP_DYN_IMRT_FE_IN,WB_WDI_SP_DYN_IMRT_MA_IN,WB_WDI_SP_DYN_LE00_FE_IN,WB_WDI_SP_POP_0014_TO,WB_WDI_SP_POP_1564_MA_IN,WB_WDI_SP_POP_1564_MA_ZS,WB_WDI_SP_POP_1564_TO_ZS,WB_WDI_SP_POP_2529_FE_5Y,WB_WDI_SP_POP_3034_MA_5Y,WB_WDI_SP_POP_3539_FE_5Y,WB_WDI_SP_POP_4044_MA_5Y,WB_WDI_SP_POP_5054_FE_5Y,WB_WDI_SP_POP_5559_MA_5Y,WB_WDI_SP_POP_80UP_MA_5Y,WB_WDI_SP_POP_DPND,WB_WDI_SP_POP_GROW,WB_WDI_SP_POP_TOTL,WB_WDI_SP_POP_TOTL_FE_IN,WB_WDI_TM_VAL_MRCH_R3_ZS,WB_WDI_TM_VAL_MRCH_WR_ZS,WB_WDI_TX_VAL_MRCH_R6_ZS,WB_WDI_AG_LND_ARBL_HA,WB_WDI_AG_LND_ARBL_HA_PC,WB_WDI_AG_PRD_CREL_MT,WB_WDI_AG_SRF_TOTL_K2,WB_WDI_DT_ODA_ODAT_PC_ZS,WB_WDI_EN_GHG_CO2_IC_MT_CE_AR5,WB_WDI_EN_URB_LCTY,WB_WDI_EN_URB_LCTY_UR_ZS,WB_WDI_NE_RSB_GNFS_CD,WB_WDI_NY_GDP_PCAP_KD_ZG,WB_WDI_SH_DTH_NMRT,WB_WDI_SH_DYN_NMRT,WB_WDI_SP_DYN_AMRT_MA,WB_WDI_SP_DYN_LE00_MA_IN,WB_WDI_SP_DYN_TO65_MA_ZS,WB_WDI_SP_POP_0004_MA_5Y,WB_WDI_SP_POP_0014_MA_ZS,WB_WDI_SP_POP_0509_FE_5Y,WB_WDI_SP_POP_0509_MA_5Y,WB_WDI_SP_POP_1014_MA_5Y,WB_WDI_SP_POP_1564_FE_ZS,WB_WDI_SP_POP_6064_MA_5Y,WB_WDI_SP_POP_65UP_MA_IN,WB_WDI_SP_POP_DPND_OL,WB_WDI_SP_RUR_TOTL,WB_WDI_TM_VAL_MRCH_R6_ZS,WB_WDI_TX_VAL_MRCH_R4_ZS,WB_WDI_EN_GHG_CH4_BU_MT_CE_AR5,WB_WDI_EN_GHG_CH4_FE_MT_CE_AR5,WB_WDI_EN_GHG_CO2_IP_MT_CE_AR5,WB_WDI_EN_GHG_N2O_FE_MT_CE_AR5,WB_WDI_EN_POP_DNST,WB_WDI_FD_AST_PRVT_GD_ZS,WB_WDI_FS_AST_CGOV_GD_ZS,WB_WDI_IT_CEL_SETS_P2,WB_WDI_NY_ADJ_DMIN_CD,WB_WDI_NY_GDP_MKTP_CD,WB_WDI_NY_GNP_ATLS_CD,WB_WDI_SP_DYN_IMRT_IN,WB_WDI_SP_POP_0014_MA_IN,WB_WDI_SP_POP_1564_TO,WB_WDI_SP_POP_2024_MA_5Y,WB_WDI_SP_POP_7579_FE_5Y,WB_WDI_SP_POP_7579_MA_5Y,WB_WDI_SP_POP_BRTH_MF,WB_WDI_SP_URB_TOTL_IN_ZS,WB_WDI_TM_VAL_MRCH_OR_ZS,WB_WDI_TM_VAL_MRCH_R4_ZS,WB_WDI_TX_VAL_MRCH_AL_ZS,WB_WDI_TX_VAL_MRCH_CD_WT,WB_WDI_AG_LND_AGRI_K2,WB_WDI_BX_GRT_EXTA_CD_WD,WB_WDI_BX_GRT_TECH_CD_WD,WB_WDI_DT_ODA_ALLD_KD,WB_WDI_EN_GHG_ALL_PC_CE_AR5,WB_WDI_EN_GHG_N2O_IC_MT_CE_AR5,WB_WDI_EN_GHG_N2O_MT_CE_AR5,WB_WDI_ER_FSH_CAPT_MT,WB_WDI_IT_CEL_SETS,WB_WDI_NE_CON_TOTL_CD,WB_WDI_NE_EXP_GNFS_CD,WB_WDI_NY_GDP_DEFL_ZS,WB_WDI_NY_GDP_MKTP_KD,WB_WDI_PA_NUS_ATLS,WB_WDI_PA_NUS_FCRF,WB_WDI_SE_SEC_DURS,WB_WDI_SP_ADO_TFRT,WB_WDI_SP_DYN_LE00_IN,WB_WDI_SP_POP_0014_TO_ZS,WB_WDI_SP_POP_3539_MA_5Y,WB_WDI_SP_POP_4549_FE_5Y,WB_WDI_SP_POP_4549_MA_5Y,WB_WDI_SP_POP_6064_FE_5Y,WB_WDI_SP_POP_65UP_TO_ZS,WB_WDI_SP_POP_TOTL_FE_ZS,WB_WDI_SP_RUR_TOTL_ZS,WB_WDI_SP_URB_GROW,WB_WDI_TM_VAL_MRCH_AL_ZS,WB_WDI_TX_VAL_MRCH_R1_ZS,WB_WDI_DC_DAC_DEUL_CD,WB_WDI_EN_GHG_CH4_AG_MT_CE_AR5,WB_WDI_EN_GHG_CH4_IC_MT_CE_AR5,WB_WDI_EN_GHG_CH4_TR_MT_CE_AR5,WB_WDI_EN_GHG_CH4_WA_MT_CE_AR5,WB_WDI_EN_GHG_CO2_TR_MT_CE_AR5,WB_WDI_EN_URB_MCTY_TL_ZS,WB_WDI_FI_RES_XGLD_CD,WB_WDI_IT_MLT_MAIN_P2,WB_WDI_NE_RSB_GNFS_ZS,WB_WDI_NY_GDP_MKTP_KD_ZG,WB_WDI_NY_GNP_MKTP_CD,WB_WDI_SG_LAW_INDX,WB_WDI_SP_DYN_AMRT_FE,WB_WDI_SP_DYN_TFRT_IN,WB_WDI_SP_DYN_TO65_FE_ZS,WB_WDI_SP_POP_0014_FE_ZS,WB_WDI_SP_POP_1519_FE_5Y,WB_WDI_SP_POP_1519_MA_5Y,WB_WDI_SP_POP_2529_MA_5Y,WB_WDI_SP_POP_6569_MA_5Y,WB_WDI_SP_POP_65UP_FE_IN,WB_WDI_SP_POP_7074_FE_5Y,WB_WDI_SP_RUR_TOTL_ZG,WB_WDI_TG_VAL_TOTL_GD_ZS,war
71,AGO,1966,1.85714,2860000.0,2860000.0,33280200.0,,,,,,,,,,,,,-82767.0,7.91888,171290.0,83.8621,201000000.0,92.4706,0.705882,212500000.0,6.82353,23.37,22.77,27.98,,2860000.0,,,148.0,26516.7,,,,,,,,,,19.3832,1193680.0,10.36,1455020.0,4.82676,1.86061,2.94359,3.1889,0.969846,0.303753,2852360.0,51.1048,207000000.0,0.149254,0.0,0.0,609000.0,1010.0,1246700.0,824.3,,,,0.0,335300.0,,,10000.0,,,,,,52.354,8.14519,2.60914,1.27287,723627.0,93.6318,0.0497512,36.2517,2.24593,0.401059,,,,339760.0,,,,,26.761,,,41.487,2467620.0,1487450.0,52.1482,52.7194,8.27309,7.0112,6.63843,4.63192,2.51661,2.07632,0.338807,89.6834,1.07005,5581390.0,2729030.0,0.895522,4.82587,6.82353,2800000.0,0.501668,502000.0,1246700.0,0.512418,,339760.0,46.9524,,,,,551.488,35.48,23.3931,18.8265,44.6629,13.9968,14.4788,11.3576,53.3165,1.71491,90959.0,5.82129,4857760.0,4.82587,0.141176,,,,,4.47693,,,,,,,,1273950.0,2942470.0,8.12336,0.449427,0.50616,1.029,12.965,1.54229,0.447761,0.376471,221000000.0,451950.0,,,33280200.0,,,,335300.0,,,,,,2.88239e-08,2.88239e-08,,103.602,38.258,44.2116,5.96895,3.45086,3.46732,1.52071,3.06896,48.8952,87.035,4.6905,0.199005,0.564706,,,,,,,6.08738,,0.173293,,,,,405.346,7.194,34.0567,43.7399,8.16533,9.12652,7.41854,1.37409,80332.0,0.917543,0.541776,,0
72,AGO,1967,2.36749,18180000.0,18180000.0,203536000.0,,,,,,,,,,,,,-85173.0,7.80933,170965.0,85.5339,265800000.0,91.9108,2.79843,228700000.0,5.29077,24.1,23.51,28.87,,18180000.0,,,148.0,26232.7,,,,,,,,,,19.4677,1219420.0,10.6137,1455890.0,4.88496,1.84806,2.87923,3.17448,0.96168,0.29603,2887190.0,51.1748,275000000.0,0.225734,0.0,0.0,632200.0,1010.0,1246700.0,814.6,,,,0.0,299300.0,,,10000.0,,,,,,52.229,8.10926,2.57519,1.21754,758315.0,94.319,0.188111,36.2573,2.26999,0.401059,,,,366341.0,,,,,26.362,,,41.837,2522140.0,1492810.0,51.7047,52.2652,8.05926,6.87722,6.63342,4.61506,2.50737,2.05536,0.336747,91.3318,1.07673,5641810.0,2754620.0,0.376223,4.02558,5.29077,2830000.0,0.501612,515000.0,1246700.0,3.22237,,366341.0,48.3099,,,,,548.153,35.849,23.785,18.8686,45.1208,14.1867,14.6615,11.5908,52.8527,1.70315,91653.0,5.79797,4883490.0,4.02558,1.53039,,,,,4.52539,,,,,,,,1302720.0,2948700.0,8.19826,0.466271,0.521425,1.029,13.441,1.65538,0.865312,4.06646,238000000.0,452020.0,0.0,10000.0,203536000.0,,,,299300.0,,,,,,2.88416e-08,2.88416e-08,,103.782,38.616,44.7045,5.946,3.44076,3.42827,1.46779,3.03032,48.8252,86.559,4.68228,0.150489,1.18059,10000.0,,,,,,6.49333,,0.173293,,,,,403.254,7.267,34.4449,44.2681,8.09249,9.05442,7.25178,1.35462,79312.0,0.899398,0.528332,,0
73,AGO,1968,2.65734,10000.0,10000.0,54611.0,,,,,,,,,,,,,-87730.0,7.68099,170360.0,87.0135,297500000.0,93.367,0.0775795,257800000.0,6.55547,23.03,22.3,28.94,,10000.0,,,148.0,25952.6,,,,,,,,,,19.5309,1243680.0,10.8464,1458450.0,4.94713,1.84152,2.80747,3.15849,0.948718,0.290053,2922520.0,51.2481,303000000.0,0.201681,0.0672269,0.0,653000.0,1010.0,1246700.0,805.7,,,,0.0,303100.0,,,10000.0,,,,,,52.034,8.03711,2.53906,1.16169,794500.0,92.7395,0.201681,36.2637,2.29406,0.401059,,,,395043.0,,,,,25.951,,,42.23,2574080.0,1499810.0,51.319,51.8747,7.86745,6.73263,6.59886,4.59969,2.49499,2.03146,0.336165,92.7723,1.07352,5702700.0,2780180.0,0.134454,5.10924,6.55547,2860000.0,0.501517,526148.0,1246700.0,0.00175356,,395043.0,49.7222,,,,,546.195,36.18,24.0908,18.8896,45.5225,14.3564,14.8198,11.8131,52.4588,1.6941,92307.0,5.7588,4908200.0,5.10924,0.0387898,,,,,4.57424,,,,,,,,1330410.0,2958260.0,8.22911,0.483746,0.536506,1.029,13.932,2.08403,1.54622,1.82312,271000000.0,452100.0,0.0,10000.0,54611.0,,,,303100.0,,,,,,2.87276e-08,2.87276e-08,,103.768,38.968,45.138,5.90623,3.4343,3.39127,1.42176,2.98736,48.7519,86.068,4.66141,0.403361,,10000.0,,,,,,6.9273,,0.173293,,,,,399.718,7.332,34.9409,44.7337,8.13473,9.07305,7.12239,1.3371,78052.0,0.871977,0.504653,,0
74,AGO,1969,3.62069,-110000.0,-110000.0,-1194850.0,,,,,,,,,,,,,-90395.0,7.52385,169557.0,88.2975,314552000.0,92.2114,0.68682,318133000.0,7.10049,24.74,23.72,30.41,,-110000.0,,,148.0,25678.0,,,,,,,,,,19.5721,1266360.0,11.0573,1462520.0,4.99811,1.8356,2.7301,3.14261,0.935043,0.287883,2958210.0,51.3249,321000000.0,0.0772527,0.000635825,0.00125734,721000.0,1010.0,1246700.0,898.9,,,,0.0,425200.0,,,10000.0,,,,,,51.777,7.88694,2.50074,1.10744,832046.0,90.0102,0.254966,36.2774,2.32614,0.401059,,,,425905.0,,,,,25.518,,,42.577,2623230.0,1508380.0,50.9896,51.5451,7.72351,6.57194,6.54261,4.58516,2.47981,2.00608,0.338313,94.0047,1.06375,5763690.0,2805480.0,0.140517,5.48939,7.10049,2900000.0,0.50315,648090.0,1246700.0,-0.019085,,425905.0,51.1877,,,,,542.71,36.559,24.4991,18.8885,45.8678,14.5096,14.9578,12.0215,52.1309,1.6847,92965.0,5.70726,4931640.0,5.48939,0.26687,,,,,4.62315,,,,,,,,1356870.0,2970900.0,8.17436,0.495317,0.547105,1.029,14.436,4.49973,4.0235,1.59682,326000000.0,452270.0,20000.0,10000.0,-1194850.0,,,,425200.0,,,,,,2.85612e-08,2.85612e-08,,104.573,39.329,45.5131,5.84314,3.43854,3.358,1.38449,2.94182,48.6751,85.564,4.61747,2.10935,0.374686,10000.0,,,,,,7.38946,,0.173293,,,,,397.698,7.388,35.3263,45.139,8.31746,9.20908,7.05637,1.32215,76593.0,0.839465,0.476432,,0
75,AGO,1970,3.89655,-30000.0,-30000.0,-464240.0,8.56,0.1202,0.1376,0.0903,0.144,0.0433,,,6.0,4.0,,,-36456.0,7.31475,168918.0,89.7646,355727000.0,93.5549,0.524585,411182000.0,5.92049,25.06,24.17,32.65,2400000.0,-30000.0,7.1559,1.52643,148.0,25287.1,,,,,6181320.0,,,,,19.6239,1300870.0,11.3052,1474090.0,5.07891,1.84251,2.6615,3.0994,0.917903,0.286127,3001950.0,51.291,368000000.0,0.110197,0.0,0.0,632000.0,1010.0,1246700.0,911.3,8.9339,0.0003,0.0078,0.0,374501.0,,,13000.0,,,,,10.0,51.218,7.58253,2.4906,1.06725,875402.0,91.7906,0.159673,36.2597,2.32614,0.401059,18.9988,0.0002,1.1951,459225.0,,,5.01811,,24.956,,,42.964,2688650.0,1521130.0,50.6713,51.176,7.52783,6.38192,6.48959,4.6111,2.49557,1.979,0.333117,95.4042,1.53411,5852790.0,2850840.0,0.134092,6.34391,5.92049,2900000.0,0.49549,575915.0,1246700.0,-0.00512576,0.259,459225.0,52.4588,,,,,540.292,36.908,24.8361,18.8828,46.2293,14.702,15.0719,12.2746,51.7074,1.66025,93043.0,5.63958,4977390.0,6.34391,0.167079,0.7669,4.2688,0.2351,0.0457,4.69462,,,0.0,2789840.0,,,,1387780.0,2995220.0,8.00438,0.498485,0.546578,1.029,14.957,1.86548,1.46151,0.0311298,423000000.0,452050.0,20000.0,90000.0,-464240.0,3.24611,0.0032,1.5296,374501.0,0.0,,,,,2.86251e-08,2.86251e-08,7.0,105.786,39.688,45.9379,5.76875,3.50229,3.37857,1.36584,2.8861,48.709,85.043,5.07955,0.0371071,0.00437762,90000.0,3.1457,0.0023,0.0045,0.3716,1.0262,7.84626,,0.215599,,,,30.625,394.187,7.434,35.8195,45.6311,8.50761,9.40197,6.99475,1.3018,75875.0,0.80964,0.923347,,0
76,AGO,1971,8.62069,,0.0,-83355.0,8.7525,0.1202,0.1376,0.0903,0.1463,0.0452,,,6.0,4.0,,,4386.0,7.08003,169089.0,90.865,407138000.0,92.9267,0.50467,392534000.0,6.5686,25.92,25.06,33.34,1860000.0,0.0,6.7013,1.42203,148.0,24703.3,,,,,2839890.0,,,,,19.6015,1347940.0,11.5749,1502660.0,5.18565,1.8637,2.60428,3.03061,0.89644,0.286181,3064290.0,51.1473,445000000.0,0.0785974,0.20288,0.0,649000.0,1010.0,1246700.0,805.7,8.5195,0.0003,0.01,0.0,324322.0,,,13000.0,,,,,10.0,50.188,7.24535,2.51537,1.04055,936529.0,91.5972,0.26674,36.2413,2.32614,0.401059,18.8661,0.0002,1.2806,488590.0,,,5.01811,,24.318,,,43.311,2771680.0,1547680.0,50.5069,50.9143,7.30459,6.19919,6.44678,4.67551,2.54495,1.95471,0.323452,96.4083,2.33572,5991100.0,2926820.0,0.202388,6.13207,6.5686,2900000.0,0.484051,522928.0,1246700.0,0.0,0.259,488590.0,52.1703,,,,,535.934,37.316,25.3,18.8227,46.4625,14.8783,15.1032,12.5366,51.341,1.62092,92867.0,5.5433,5054570.0,6.13207,0.061396,0.7669,4.2555,0.2753,0.0438,4.80557,,,,2983290.0,,,,1423750.0,3050330.0,7.81076,0.494531,0.536471,1.029,15.632,2.06785,1.51497,0.0639435,455000000.0,451820.0,10000.0,70000.0,-83355.0,3.14902,0.0032,1.6197,324322.0,,,,,,2.81911e-08,2.81911e-08,7.0,106.43,40.076,46.2633,5.69627,3.62681,3.45428,1.36428,2.82234,48.8527,84.368,6.74973,1.15342,0.252717,60000.0,3.338,0.0023,0.0047,0.3851,1.0262,8.15526,,0.220699,,,,30.625,392.107,7.467,36.209,46.0548,8.67882,9.6283,6.95157,1.27424,76222.0,0.783018,1.53885,,0
77,AGO,1972,7.68966,90000.0,90000.0,743884.0,9.4432,0.1386,0.1593,0.0908,0.1577,0.0452,,,6.0,4.0,,,47611.0,6.8742,170390.0,90.7364,375693000.0,92.2283,0.217946,466629000.0,7.55375,24.81,24.52,33.05,2160000.0,90000.0,7.7155,1.67892,148.0,23970.5,,,,,12548700.0,,,,,19.4152,1395700.0,11.777,1552230.0,5.26541,1.88566,2.54694,2.96403,0.874148,0.29202,3149290.0,51.0068,392000000.0,0.0149058,0.0111793,0.0,658000.0,1010.0,1246700.0,780.3,10.3661,0.0003,0.0175,0.0,606656.0,,,13000.0,,,,,10.0,49.487,7.08179,2.55133,1.01561,1015980.0,89.6591,0.325532,36.2236,2.32614,0.401059,21.459,0.0002,1.3141,514050.0,,,5.01811,,23.68,,,43.702,2856140.0,1595500.0,50.6623,50.9815,7.16722,6.07482,6.40223,4.7343,2.59875,1.93899,0.321247,96.1495,3.0114,6174260.0,3024970.0,0.556571,6.27055,7.55375,2900000.0,0.469692,513417.0,1246700.0,0.0145766,0.3176,514050.0,50.5967,,,,,532.227,37.701,25.7129,18.6608,46.3737,14.947,15.0189,12.694,51.3139,1.5801,93346.0,5.4131,5158290.0,6.27055,0.0330027,0.7711,4.8625,0.3197,0.0475,4.95248,,,,2139580.0,,,,1460440.0,3147730.0,7.73638,0.484303,0.523133,1.029,16.455,4.05917,3.16216,0.406319,479000000.0,451600.0,30000.0,60000.0,743884.0,3.47556,0.0033,1.6764,606656.0,,,,,,2.70528e-08,2.70528e-08,7.0,107.214,40.469,46.2588,5.62901,3.76548,3.53587,1.36846,2.75968,48.9932,83.545,8.14235,0.874916,0.0255021,50000.0,3.3977,0.0023,0.0085,0.401,1.7155,8.32569,,0.220699,,,,30.625,388.509,7.488,36.7132,46.1392,8.90466,9.88725,6.99423,1.2455,77044.0,0.755,2.03112,,0
78,AGO,1973,7.37931,160000.0,160000.0,1126210.0,9.9964,0.1414,0.1688,0.0915,0.1593,0.0431,,,6.0,4.0,,,54650.0,6.7021,172378.0,89.9291,515974000.0,93.6806,0.298826,762651000.0,5.84107,25.35,24.86,34.09,7540000.0,160000.0,8.8428,1.77615,148.0,23166.5,,,,,26161500.0,,,,,19.1521,1444710.0,11.9144,1615600.0,5.31708,1.90906,2.49146,2.89791,0.852008,0.299458,3250030.0,50.8729,579000000.0,0.114928,0.143612,0.179505,718000.0,1010.0,1246700.0,764.0,11.347,0.0003,0.0176,0.0,478659.0,,,13000.0,,,,,10.0,49.292,7.09051,2.59639,0.994472,1105850.0,87.912,0.252726,36.2052,2.32614,0.401059,23.0189,0.0002,1.3369,540761.0,,,5.01811,,23.163,,,44.04,2943270.0,1657280.0,50.9928,51.2306,7.03618,6.00452,6.34289,4.77577,2.66036,1.93214,0.321659,95.196,3.41145,6388530.0,3138500.0,0.792288,8.03548,5.84107,2900000.0,0.453939,548578.0,1246700.0,0.0250449,0.3583,540761.0,48.8999,,,,,526.676,38.143,26.2509,18.4678,46.1092,14.9653,14.888,12.7534,51.4767,1.54086,94183.0,5.26686,5282670.0,8.03548,0.0677899,0.7768,5.3572,0.3882,0.0515,5.12435,,,,2189350.0,,,,1498560.0,3272880.0,7.79458,0.469954,0.50818,1.029,17.31,3.90892,2.74607,0.060447,792000000.0,451370.0,80000.0,80000.0,1126210.0,3.60316,0.0034,1.7038,478659.0,,,,,,2.45146e-08,2.45146e-08,7.0,108.024,40.871,46.0712,5.56149,3.90588,3.61717,1.37704,2.69824,49.1271,82.69,8.47691,0.0354669,0.000786729,60000.0,3.4289,0.0024,0.0075,0.4234,1.4475,8.46456,,0.220699,,,,30.625,386.349,7.498,37.1014,46.0318,9.13564,10.1357,7.03426,1.21607,78194.0,0.727577,2.38279,,0
79,AGO,1974,5.2069,270000.0,370000.0,1886400.0,10.1739,0.1313,0.3718,0.0924,0.163,0.0463,,,6.0,4.0,,,53232.0,6.56056,174543.0,89.0355,595067000.0,96.0792,0.169481,1178310000.0,3.64583,25.63,24.8,34.65,6690000.0,370000.0,9.2488,1.78526,148.0,22378.9,,,,,394236000.0,,,,,18.8939,1494710.0,12.0157,1682980.0,5.34557,1.93573,2.4416,2.83108,0.830936,0.304585,3356150.0,50.748,614000000.0,0.45121,0.0495742,0.10549,721000.0,1010.0,1246700.0,712.6,11.8066,0.0008,0.0187,0.0,399784.0,,,13000.0,,,,,10.0,49.17,7.23333,2.6489,0.979641,1203770.0,84.4384,0.0410038,36.1875,2.32614,0.401059,23.6854,0.0004,1.356,568901.0,,,5.01811,,22.73,,,44.419,3032680.0,1723170.0,51.3435,51.504,6.8412,5.98185,6.25137,4.79014,2.73521,1.93399,0.320382,94.1598,3.4589,6613370.0,3257210.0,1.23129,12.1843,3.64583,2900000.0,0.438506,513764.0,1246700.0,0.0559473,0.3269,568901.0,47.2601,,,,,522.603,38.531,26.6838,18.3071,45.8254,14.9795,14.7684,12.7499,51.6692,1.50702,95015.0,5.12435,5409600.0,12.1843,0.134515,0.7846,5.5382,0.4259,0.0529,5.3047,,,,2631530.0,,,,1537970.0,3406150.0,7.95868,0.454499,0.493929,1.029,18.202,3.32769,1.60419,0.200033,1202000000.0,451150.0,280000.0,90000.0,1886400.0,3.58144,0.0033,1.7334,399784.0,,,,,,2.54076e-08,2.54076e-08,7.0,108.722,41.26,45.8568,5.47724,4.03391,3.69363,1.38778,2.63925,49.252,81.798,8.48363,0.197121,,80000.0,3.414,0.0024,0.0067,0.4276,1.3019,8.60229,,0.220699,,,,30.625,382.83,7.5,37.5943,45.8892,9.3446,10.3511,7.00101,1.18584,79528.0,0.702871,2.37431,,0
80,AGO,1975,1.41379,4180000.0,4760000.0,19570400.0,9.8909,0.1156,0.353,0.0935,0.161,0.0474,,,6.0,4.0,,,52662.0,6.4516,176659.0,88.1764,,,,,,21.7,23.14,38.03,50000.0,4760000.0,8.5778,1.59357,148.0,21628.1,,,,,329503000.0,,,,,18.6844,1545290.0,12.0921,1752350.0,5.35152,1.96736,2.39679,2.76188,0.810056,0.306161,3464330.0,50.6263,429000000.0,,,,721000.0,1010.0,1246700.0,773.9,10.9047,0.0007,0.0167,0.0,160581.0,,,18000.0,,,,,10.0,49.045,7.42941,2.70641,0.970589,1308920.0,,,36.1699,2.32614,0.401059,22.5196,0.0004,1.3802,598504.0,,,5.01811,,22.973,,,44.179,3123710.0,1790230.0,51.676,51.7697,6.64058,6.00344,6.13294,4.77635,2.82234,1.94377,0.316699,93.1631,3.41256,6842950.0,3378620.0,,,,2900000.0,0.423794,558000.0,1246700.0,0.695607,0.3085,598504.0,45.7251,,,,,541.127,37.936,25.4845,18.2024,45.5621,14.9609,14.6566,12.7031,51.8658,1.47957,95680.0,4.98674,5534030.0,,,0.7947,5.2042,0.4514,0.0507,5.48885,,,0.0,2134250.0,,,,1578420.0,3542570.0,8.16532,0.438922,0.480642,1.029,19.128,,,,1012000000.0,450930.0,4560000.0,200000.0,19570400.0,3.29092,0.0034,1.7536,160581.0,0.0,,,,,2.55522e-08,2.55522e-08,7.0,109.362,40.817,45.6487,5.38075,4.14368,3.7619,1.39906,2.58162,49.3737,80.872,8.37475,,,1180000.0,3.4412,0.0024,0.0048,0.4431,1.0984,8.74629,,0.255947,,,,30.625,388.95,7.494,37.0417,45.7374,9.52728,10.5261,6.9324,1.15448,80979.0,0.681122,2.27404,,1
